user_id,month,category,leak_type,description,leak_amount,leak_percentage,evidence,severity
26,2026-05,transport,category_spike,Spending in this category increased sharply compared with the previous month.,913.0,4.59,Category spending increased 334.0%,low
26,2026-02,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,4807.34,30.57,Category spending increased 61.0%,medium
26,2026-04,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,5745.45,29.73,Category spending increased 89.8%,medium
27,2026-03,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,1425.21,8.82,Category spending increased 57.0%,low
27,2026-04,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,2094.38,14.8,Category spending increased 47.0%,low
27,2026-06,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,1911.1,12.51,Category spending increased 786.3%,low
27,2026-02,food,category_spike,Spending in this category increased sharply compared with the previous month.,4549.02,36.23,Category spending increased 41.7%,medium
27,2026-02,food,category_concentration,A large share of monthly spending is concentrated in one category.,4549.02,36.23,36.2% of monthly spending,medium
27,2026-06,health,category_spike,Spending in this category increased sharply compared with the previous month.,6137.62,40.19,Category spending increased 61.5%,high
27,2026-06,health,category_concentration,A large share of monthly spending is concentrated in one category.,6137.62,40.19,40.2% of monthly spending,high
27,2026-03,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,3573.48,22.12,Category spending increased 48.2%,low
27,2026-05,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,5035.84,34.42,Category spending increased 207.7%,medium
27,2026-04,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,1171.67,8.28,Category spending increased 151.0%,low
27,2026-06,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,1164.14,7.62,Category spending increased 110.1%,low
28,2026-04,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,3674.9,14.94,Category spending increased 54.4%,low
28,2026-05,food,category_spike,Spending in this category increased sharply compared with the previous month.,4002.36,15.09,Category spending increased 117.7%,low
28,2026-04,health,category_spike,Spending in this category increased sharply compared with the previous month.,8116.05,32.99,Category spending increased 133.6%,medium
28,2026-03,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,3674.23,15.58,Category spending increased 70.2%,low
28,2026-03,transport,category_concentration,A large share of monthly spending is concentrated in one category.,8345.1,35.38,35.4% of monthly spending,medium
28,2026-03,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,4095.64,17.36,Category spending increased 141.8%,low
28,2026-06,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,5536.95,25.15,Category spending increased 94.2%,medium
29,2026-02,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,1685.09,9.79,Category spending increased 55.4%,low
29,2026-04,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,3353.91,14.09,Category spending increased 159.0%,low
29,2026-03,food,category_spike,Spending in this category increased sharply compared with the previous month.,717.93,3.6,Category spending increased 498.5%,low
29,2026-03,health,category_spike,Spending in this category increased sharply compared with the previous month.,8113.01,40.66,Category spending increased 87.5%,high
29,2026-03,health,category_concentration,A large share of monthly spending is concentrated in one category.,8113.01,40.66,40.7% of monthly spending,high
29,2026-04,health,category_concentration,A large share of monthly spending is concentrated in one category.,11096.22,46.61,46.6% of monthly spending,high
29,2026-05,health,category_concentration,A large share of monthly spending is concentrated in one category.,6950.99,36.57,36.6% of monthly spending,medium
29,2026-06,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,1997.83,10.08,Category spending increased 105.9%,low
29,2026-02,transport,category_concentration,A large share of monthly spending is concentrated in one category.,6475.14,37.62,37.6% of monthly spending,medium
29,2026-05,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,2026.58,10.66,Category spending increased 85.9%,low
29,2026-06,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,3465.23,17.48,Category spending increased 71.0%,low
30,2026-03,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,10883.89,20.4,Category spending increased 49.3%,high
30,2026-03,food,category_spike,Spending in this category increased sharply compared with the previous month.,4208.33,7.89,Category spending increased 1259.4%,low
30,2026-02,health,category_concentration,A large share of monthly spending is concentrated in one category.,20278.16,44.24,44.2% of monthly spending,high
30,2026-04,health,category_concentration,A large share of monthly spending is concentrated in one category.,22639.64,45.22,45.2% of monthly spending,high
30,2026-05,health,category_concentration,A large share of monthly spending is concentrated in one category.,19352.33,38.07,38.1% of monthly spending,high
30,2026-06,health,category_concentration,A large share of monthly spending is concentrated in one category.,21280.24,46.68,46.7% of monthly spending,high
30,2026-05,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,4721.76,9.29,Category spending increased 366.8%,low
30,2026-02,transport,category_spike,Spending in this category increased sharply compared with the previous month.,9492.76,20.71,Category spending increased 200.8%,medium
30,2026-04,transport,category_spike,Spending in this category increased sharply compared with the previous month.,11471.09,22.91,Category spending increased 58.7%,high
30,2026-03,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,10609.19,19.89,Category spending increased 103.9%,high
30,2026-05,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,9753.79,19.19,Category spending increased 53.1%,medium
31,2026-06,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,393.8,1.96,Category spending increased 180.8%,low
31,2026-03,food,category_spike,Spending in this category increased sharply compared with the previous month.,9083.9,36.02,Category spending increased 197.4%,medium
31,2026-03,food,category_concentration,A large share of monthly spending is concentrated in one category.,9083.9,36.02,36.0% of monthly spending,medium
31,2026-05,food,category_spike,Spending in this category increased sharply compared with the previous month.,6181.63,25.86,Category spending increased 95.3%,medium
31,2026-03,health,category_spike,Spending in this category increased sharply compared with the previous month.,3254.31,12.9,Category spending increased 68.6%,low
31,2026-05,health,category_spike,Spending in this category increased sharply compared with the previous month.,6607.1,27.64,Category spending increased 537.2%,medium
31,2026-04,transport,category_spike,Spending in this category increased sharply compared with the previous month.,2326.53,11.08,Category spending increased 106.6%,low
31,2026-06,transport,category_spike,Spending in this category increased sharply compared with the previous month.,4755.92,23.7,Category spending increased 232.9%,low
31,2026-02,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,14398.11,54.32,54.3% of monthly spending,high
31,2026-04,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,9823.38,46.79,46.8% of monthly spending,high
32,2026-03,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,3843.91,10.21,Category spending increased 112.5%,low
32,2026-03,food,category_spike,Spending in this category increased sharply compared with the previous month.,5654.58,15.02,Category spending increased 86.7%,medium
32,2026-06,food,category_spike,Spending in this category increased sharply compared with the previous month.,4413.76,13.75,Category spending increased 54.9%,low
32,2026-04,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,11299.09,28.34,Category spending increased 235.5%,high
32,2026-03,transport,category_spike,Spending in this category increased sharply compared with the previous month.,1924.02,5.11,Category spending increased 1536.8%,low
32,2026-02,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,13761.03,35.05,Category spending increased 97.7%,high
32,2026-02,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,13761.03,35.05,35.0% of monthly spending,high
33,2026-02,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,2675.8,11.26,Category spending increased 125.6%,low
33,2026-05,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,2956.24,9.06,Category spending increased 3356.8%,low
33,2026-06,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,4639.38,17.19,Category spending increased 56.9%,low
33,2026-03,health,category_spike,Spending in this category increased sharply compared with the previous month.,10138.27,30.16,Category spending increased 81.7%,high
33,2026-06,health,category_spike,Spending in this category increased sharply compared with the previous month.,8646.28,32.04,Category spending increased 48.9%,medium
33,2026-05,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,3380.79,10.36,Category spending increased 227.5%,low
33,2026-04,transport,category_spike,Spending in this category increased sharply compared with the previous month.,4069.68,13.84,Category spending increased 72.7%,low
33,2026-03,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,13737.65,40.87,Category spending increased 95.2%,high
33,2026-03,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,13737.65,40.87,40.9% of monthly spending,high
33,2026-04,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,15407.02,52.4,52.4% of monthly spending,high
33,2026-05,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,13278.39,40.68,40.7% of monthly spending,high
34,2026-05,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,14013.91,20.4,Category spending increased 49.1%,high
34,2026-04,food,category_spike,Spending in this category increased sharply compared with the previous month.,14054.59,19.32,Category spending increased 75.6%,high
34,2026-03,transport,category_spike,Spending in this category increased sharply compared with the previous month.,11432.22,16.6,Category spending increased 123.4%,high
35,2026-03,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,2128.24,14.76,Category spending increased 98.9%,low
35,2026-05,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,1500.05,11.21,Category spending increased 76.6%,low
35,2026-02,food,category_spike,Spending in this category increased sharply compared with the previous month.,3218.6,32.31,Category spending increased 92.0%,medium
35,2026-03,health,category_spike,Spending in this category increased sharply compared with the previous month.,4885.35,33.88,Category spending increased 181.0%,medium
35,2026-05,health,category_spike,Spending in this category increased sharply compared with the previous month.,5604.49,41.89,Category spending increased 129.5%,high
35,2026-05,health,category_concentration,A large share of monthly spending is concentrated in one category.,5604.49,41.89,41.9% of monthly spending,high
35,2026-05,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,1559.42,11.66,Category spending increased 95.2%,low
35,2026-03,transport,category_spike,Spending in this category increased sharply compared with the previous month.,3076.27,21.33,Category spending increased 96.3%,low
35,2026-02,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,1529.8,15.35,Category spending increased 224.9%,low
35,2026-04,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,2232.2,20.27,Category spending increased 182.9%,low
36,2026-02,health,category_spike,Spending in this category increased sharply compared with the previous month.,13786.65,47.25,Category spending increased 117.7%,high
36,2026-02,health,category_concentration,A large share of monthly spending is concentrated in one category.,13786.65,47.25,47.2% of monthly spending,high
36,2026-04,health,category_spike,Spending in this category increased sharply compared with the previous month.,10149.66,39.95,Category spending increased 56.0%,high
36,2026-04,health,category_concentration,A large share of monthly spending is concentrated in one category.,10149.66,39.95,40.0% of monthly spending,high
36,2026-06,health,category_spike,Spending in this category increased sharply compared with the previous month.,13723.68,52.78,Category spending increased 55.2%,high
36,2026-06,health,category_concentration,A large share of monthly spending is concentrated in one category.,13723.68,52.78,52.8% of monthly spending,high
36,2026-03,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,3557.03,14.94,Category spending increased 178.9%,low
36,2026-05,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,3024.89,11.0,Category spending increased 106.1%,low
36,2026-06,transport,category_spike,Spending in this category increased sharply compared with the previous month.,782.14,3.01,Category spending increased 182.6%,low
36,2026-05,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,7243.37,26.35,Category spending increased 43.2%,medium
37,2026-06,food,category_spike,Spending in this category increased sharply compared with the previous month.,4144.79,11.3,Category spending increased 91.6%,low
37,2026-04,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,9027.23,21.64,Category spending increased 210.6%,medium
37,2026-03,transport,category_concentration,A large share of monthly spending is concentrated in one category.,16648.99,40.48,40.5% of monthly spending,high
37,2026-05,transport,category_concentration,A large share of monthly spending is concentrated in one category.,17525.52,42.24,42.2% of monthly spending,high
37,2026-06,transport,category_concentration,A large share of monthly spending is concentrated in one category.,12928.34,35.25,35.2% of monthly spending,high
37,2026-05,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,9729.66,23.45,Category spending increased 122.8%,medium
38,2026-03,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,1227.57,7.17,Category spending increased 45.5%,low
38,2026-04,food,category_spike,Spending in this category increased sharply compared with the previous month.,2410.89,13.88,Category spending increased 40.9%,low
38,2026-04,health,category_spike,Spending in this category increased sharply compared with the previous month.,5534.41,31.85,Category spending increased 194.0%,medium
38,2026-05,health,category_concentration,A large share of monthly spending is concentrated in one category.,7196.17,43.69,43.7% of monthly spending,high
38,2026-02,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,2472.58,21.33,Category spending increased 42.0%,low
38,2026-06,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,2491.95,22.72,Category spending increased 282.4%,low
38,2026-04,transport,category_spike,Spending in this category increased sharply compared with the previous month.,2615.24,15.05,Category spending increased 80.8%,low
38,2026-03,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,7872.58,45.95,Category spending increased 179.2%,high
38,2026-03,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,7872.58,45.95,46.0% of monthly spending,high
39,2026-03,food,category_spike,Spending in this category increased sharply compared with the previous month.,3110.08,27.37,Category spending increased 76.2%,medium
39,2026-06,food,category_spike,Spending in this category increased sharply compared with the previous month.,5050.51,38.01,Category spending increased 226.7%,medium
39,2026-06,food,category_concentration,A large share of monthly spending is concentrated in one category.,5050.51,38.01,38.0% of monthly spending,medium
39,2026-03,health,category_spike,Spending in this category increased sharply compared with the previous month.,2096.56,18.45,Category spending increased 63.4%,low
39,2026-06,health,category_spike,Spending in this category increased sharply compared with the previous month.,2116.7,15.93,Category spending increased 271.7%,low
39,2026-05,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,1704.4,14.46,Category spending increased 186.6%,low
39,2026-04,transport,category_spike,Spending in this category increased sharply compared with the previous month.,1757.79,16.42,Category spending increased 135.2%,low
39,2026-05,transport,category_spike,Spending in this category increased sharply compared with the previous month.,2605.98,22.11,Category spending increased 48.3%,low
39,2026-02,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,1845.36,20.86,Category spending increased 42.3%,low
39,2026-05,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,3667.13,31.11,Category spending increased 104.3%,medium
40,2026-02,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,1950.48,11.19,Category spending increased 288.1%,low
40,2026-03,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,4110.51,19.7,Category spending increased 110.7%,low
40,2026-03,food,category_spike,Spending in this category increased sharply compared with the previous month.,3897.89,18.68,Category spending increased 377.8%,low
40,2026-02,health,category_concentration,A large share of monthly spending is concentrated in one category.,8024.23,46.04,46.0% of monthly spending,high
40,2026-06,health,category_spike,Spending in this category increased sharply compared with the previous month.,5871.48,31.11,Category spending increased 54.5%,medium
40,2026-04,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,3260.98,16.0,Category spending increased 84.7%,low
40,2026-05,transport,category_spike,Spending in this category increased sharply compared with the previous month.,7336.63,38.12,Category spending increased 141.3%,medium
40,2026-05,transport,category_concentration,A large share of monthly spending is concentrated in one category.,7336.63,38.12,38.1% of monthly spending,medium
40,2026-03,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,2209.81,10.59,Category spending increased 188.7%,low
41,2026-03,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,7519.0,7.2,Category spending increased 187.7%,medium
41,2026-04,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,17132.22,15.51,Category spending increased 127.9%,high
41,2026-05,food,category_spike,Spending in this category increased sharply compared with the previous month.,24462.63,21.16,Category spending increased 112.2%,high
41,2026-04,health,category_spike,Spending in this category increased sharply compared with the previous month.,21432.72,19.4,Category spending increased 207.0%,high
41,2026-06,health,category_spike,Spending in this category increased sharply compared with the previous month.,18384.86,19.01,Category spending increased 41.5%,high
41,2026-04,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,21687.97,19.63,Category spending increased 246.5%,high
41,2026-02,transport,category_spike,Spending in this category increased sharply compared with the previous month.,16433.98,15.67,Category spending increased 209.7%,high
41,2026-06,transport,category_spike,Spending in this category increased sharply compared with the previous month.,8399.99,8.69,Category spending increased 127.8%,medium
41,2026-02,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,47553.95,45.33,45.3% of monthly spending,high
41,2026-03,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,53853.74,51.6,51.6% of monthly spending,high
41,2026-05,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,55389.82,47.92,Category spending increased 98.5%,high
41,2026-05,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,55389.82,47.92,47.9% of monthly spending,high
42,2026-03,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,5551.11,23.47,Category spending increased 90.3%,medium
42,2026-02,food,category_spike,Spending in this category increased sharply compared with the previous month.,4030.84,19.65,Category spending increased 242.5%,low
42,2026-05,food,category_spike,Spending in this category increased sharply compared with the previous month.,4303.75,19.06,Category spending increased 144.1%,low
42,2026-04,health,category_spike,Spending in this category increased sharply compared with the previous month.,8387.37,36.04,Category spending increased 76.8%,medium
42,2026-04,health,category_concentration,A large share of monthly spending is concentrated in one category.,8387.37,36.04,36.0% of monthly spending,medium
42,2026-06,health,category_spike,Spending in this category increased sharply compared with the previous month.,11247.89,49.65,Category spending increased 98.8%,high
42,2026-06,health,category_concentration,A large share of monthly spending is concentrated in one category.,11247.89,49.65,49.7% of monthly spending,high
42,2026-03,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,2232.31,9.44,Category spending increased 116.1%,low
42,2026-06,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,2046.33,9.03,Category spending increased 51.4%,low
42,2026-03,transport,category_spike,Spending in this category increased sharply compared with the previous month.,5404.73,22.85,Category spending increased 113.4%,medium
42,2026-05,transport,category_spike,Spending in this category increased sharply compared with the previous month.,6588.11,29.18,Category spending increased 94.9%,medium
43,2026-04,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,14542.27,23.75,Category spending increased 134.3%,high
43,2026-05,food,category_spike,Spending in this category increased sharply compared with the previous month.,1933.89,2.86,Category spending increased 254.6%,low
43,2026-03,health,category_concentration,A large share of monthly spending is concentrated in one category.,30611.97,40.13,40.1% of monthly spending,high
43,2026-05,health,category_spike,Spending in this category increased sharply compared with the previous month.,21555.39,31.89,Category spending increased 75.2%,high
43,2026-04,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,10360.63,16.92,Category spending increased 44.1%,high
43,2026-06,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,9893.83,15.44,Category spending increased 54.5%,medium
43,2026-02,transport,category_spike,Spending in this category increased sharply compared with the previous month.,9534.59,14.81,Category spending increased 152.6%,medium
43,2026-05,transport,category_spike,Spending in this category increased sharply compared with the previous month.,6232.48,9.22,Category spending increased 52.0%,medium
43,2026-03,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,22971.98,30.11,Category spending increased 55.6%,high
43,2026-05,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,25370.78,37.53,37.5% of monthly spending,high
43,2026-06,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,26576.25,41.47,41.5% of monthly spending,high
44,2026-05,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,4270.62,15.64,Category spending increased 203.1%,low
44,2026-02,food,category_spike,Spending in this category increased sharply compared with the previous month.,3999.48,17.37,Category spending increased 45.2%,low
44,2026-03,food,category_spike,Spending in this category increased sharply compared with the previous month.,8019.52,26.8,Category spending increased 100.5%,medium
44,2026-02,health,category_spike,Spending in this category increased sharply compared with the previous month.,10431.27,45.3,Category spending increased 40.6%,high
44,2026-02,health,category_concentration,A large share of monthly spending is concentrated in one category.,10431.27,45.3,45.3% of monthly spending,high
44,2026-03,health,category_concentration,A large share of monthly spending is concentrated in one category.,11307.03,37.79,37.8% of monthly spending,high
44,2026-04,health,category_concentration,A large share of monthly spending is concentrated in one category.,12111.78,44.47,44.5% of monthly spending,high
44,2026-05,health,category_concentration,A large share of monthly spending is concentrated in one category.,13968.64,51.14,51.1% of monthly spending,high
44,2026-06,health,category_concentration,A large share of monthly spending is concentrated in one category.,11154.24,48.86,48.9% of monthly spending,high
44,2026-03,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,1831.68,6.12,Category spending increased 116.2%,low
44,2026-05,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,1464.91,5.36,Category spending increased 152.2%,low
44,2026-04,transport,category_spike,Spending in this category increased sharply compared with the previous month.,3741.61,13.74,Category spending increased 56.1%,low
45,2026-03,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,1744.43,11.95,Category spending increased 122.0%,low
45,2026-02,food,category_concentration,A large share of monthly spending is concentrated in one category.,5352.54,38.26,38.3% of monthly spending,medium
45,2026-05,food,category_spike,Spending in this category increased sharply compared with the previous month.,7298.26,46.88,Category spending increased 275.3%,high
45,2026-05,food,category_concentration,A large share of monthly spending is concentrated in one category.,7298.26,46.88,46.9% of monthly spending,high
45,2026-02,health,category_concentration,A large share of monthly spending is concentrated in one category.,5697.58,40.73,40.7% of monthly spending,high
45,2026-04,health,category_spike,Spending in this category increased sharply compared with the previous month.,5012.14,32.69,Category spending increased 63.6%,medium
45,2026-06,health,category_spike,Spending in this category increased sharply compared with the previous month.,5575.37,47.91,Category spending increased 143.8%,high
45,2026-06,health,category_concentration,A large share of monthly spending is concentrated in one category.,5575.37,47.91,47.9% of monthly spending,high
45,2026-03,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,2900.21,19.86,Category spending increased 636.4%,low
45,2026-06,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,1854.53,15.94,Category spending increased 196.7%,low
45,2026-03,transport,category_spike,Spending in this category increased sharply compared with the previous month.,848.6,5.81,Category spending increased 59.8%,low
45,2026-04,transport,category_spike,Spending in this category increased sharply compared with the previous month.,1655.33,10.8,Category spending increased 95.1%,low
45,2026-03,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,3114.38,21.33,Category spending increased 153.6%,low
46,2026-03,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,2348.26,11.63,Category spending increased 177.0%,low
46,2026-05,food,category_spike,Spending in this category increased sharply compared with the previous month.,1922.18,10.8,Category spending increased 85.2%,low
46,2026-03,health,category_spike,Spending in this category increased sharply compared with the previous month.,4704.98,23.31,Category spending increased 93.6%,low
46,2026-05,health,category_spike,Spending in this category increased sharply compared with the previous month.,3143.26,17.66,Category spending increased 63.7%,low
46,2026-06,health,category_spike,Spending in this category increased sharply compared with the previous month.,4668.1,26.17,Category spending increased 48.5%,medium
46,2026-03,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,290.23,1.44,Category spending increased 298.6%,low
46,2026-04,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,805.91,3.62,Category spending increased 177.7%,low
46,2026-02,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,10575.1,62.0,62.0% of monthly spending,high
46,2026-03,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,8675.24,42.97,43.0% of monthly spending,high
46,2026-04,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,14911.8,66.94,Category spending increased 71.9%,high
46,2026-04,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,14911.8,66.94,66.9% of monthly spending,high
46,2026-05,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,10083.12,56.66,56.7% of monthly spending,high
46,2026-06,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,9757.62,54.69,54.7% of monthly spending,high
47,2026-02,entertainment,category_concentration,A large share of monthly spending is concentrated in one category.,8367.71,35.88,35.9% of monthly spending,medium
47,2026-04,entertainment,category_concentration,A large share of monthly spending is concentrated in one category.,8307.44,36.47,36.5% of monthly spending,medium
47,2026-02,food,category_spike,Spending in this category increased sharply compared with the previous month.,2044.21,8.76,Category spending increased 65.5%,low
47,2026-04,food,category_spike,Spending in this category increased sharply compared with the previous month.,2867.31,12.59,Category spending increased 86.4%,low
47,2026-06,food,category_spike,Spending in this category increased sharply compared with the previous month.,1788.63,7.28,Category spending increased 71.5%,low
47,2026-03,health,category_spike,Spending in this category increased sharply compared with the previous month.,3111.36,13.34,Category spending increased 182.2%,low
47,2026-05,health,category_spike,Spending in this category increased sharply compared with the previous month.,5611.07,20.25,Category spending increased 145.0%,medium
47,2026-05,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,11749.24,42.41,Category spending increased 86.6%,high
47,2026-05,shopping,category_concentration,A large share of monthly spending is concentrated in one category.,11749.24,42.41,42.4% of monthly spending,high
47,2026-04,transport,category_spike,Spending in this category increased sharply compared with the previous month.,1330.89,5.84,Category spending increased 96.8%,low
47,2026-06,transport,category_spike,Spending in this category increased sharply compared with the previous month.,2310.21,9.4,Category spending increased 95.4%,low
47,2026-06,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,1464.6,5.96,Category spending increased 121.6%,low
48,2026-03,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,4075.69,10.34,Category spending increased 132.4%,low
48,2026-05,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,4957.64,14.34,Category spending increased 56.7%,low
48,2026-02,food,category_spike,Spending in this category increased sharply compared with the previous month.,6324.18,14.87,Category spending increased 220.4%,medium
48,2026-04,food,category_spike,Spending in this category increased sharply compared with the previous month.,2936.02,8.5,Category spending increased 132.6%,low
48,2026-06,food,category_spike,Spending in this category increased sharply compared with the previous month.,2911.37,8.44,Category spending increased 115.2%,low
48,2026-02,health,category_spike,Spending in this category increased sharply compared with the previous month.,10875.04,25.56,Category spending increased 70.6%,high
48,2026-05,health,category_spike,Spending in this category increased sharply compared with the previous month.,7912.58,22.88,Category spending increased 52.2%,medium
48,2026-03,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,6195.97,15.72,Category spending increased 46.4%,medium
48,2026-04,transport,category_spike,Spending in this category increased sharply compared with the previous month.,4548.58,13.18,Category spending increased 93.3%,low
48,2026-06,transport,category_spike,Spending in this category increased sharply compared with the previous month.,6789.84,19.68,Category spending increased 44.5%,medium
48,2026-02,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,16676.65,39.2,Category spending increased 111.3%,high
48,2026-02,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,16676.65,39.2,39.2% of monthly spending,high
48,2026-04,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,12599.42,36.49,36.5% of monthly spending,high
49,2026-03,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,1383.58,6.41,Category spending increased 98.1%,low
49,2026-04,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,3059.9,20.13,Category spending increased 121.2%,low
49,2026-06,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,2634.03,13.3,Category spending increased 50.7%,low
49,2026-03,food,category_spike,Spending in this category increased sharply compared with the previous month.,984.59,4.56,Category spending increased 802.4%,low
49,2026-03,health,category_spike,Spending in this category increased sharply compared with the previous month.,9744.11,45.16,Category spending increased 137.1%,high
49,2026-03,health,category_concentration,A large share of monthly spending is concentrated in one category.,9744.11,45.16,45.2% of monthly spending,high
49,2026-06,health,category_spike,Spending in this category increased sharply compared with the previous month.,5265.12,26.59,Category spending increased 278.2%,medium
49,2026-02,shopping,category_spike,Spending in this category increased sharply compared with the previous month.,6730.63,32.59,Category spending increased 299.1%,medium
49,2026-05,transport,category_spike,Spending in this category increased sharply compared with the previous month.,4494.32,30.05,Category spending increased 133.8%,medium
49,2026-06,utilities,category_spike,Spending in this category increased sharply compared with the previous month.,7043.72,35.58,Category spending increased 110.4%,medium
49,2026-06,utilities,category_concentration,A large share of monthly spending is concentrated in one category.,7043.72,35.58,35.6% of monthly spending,medium
50,2026-04,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,4627.09,34.05,Category spending increased 113.8%,medium
50,2026-06,entertainment,category_spike,Spending in this category increased sharply compared with the previous month.,3121.21,20.59,Category spending increased 88.6%,low
50,2026-03,food,category_spike,Spending in this category increased sharply compared with the previous month.,464.25,3.4,Category spending increased 163.0%,low
50,2026-05,food,category_spike,Spending in this category increased sharply compared with the previous month.,882.78,6.23,Category spending increased 226.7%,low
